Date,ABBN,ADEN,BAER,CFR,CSGN,GEBN,GIVN,LHN,LONN,NESN,NOVN,ROG,SCMN,SGSN,SLHN,SREN,UBSG,UHR,ZURN,SIK,SMI
02/09/2015,18.17,75.25,45.51,71.4,23.624,303.4,1642,57,119.21,70.3,91.65,257.2,508,1690,221.7,81.85,19.67,368.6,260,3165,8626.34
01/09/2015,18.4,74,45.7,70.7,23.568,301.7,1633,56.9,119.12,70.1,91.7,257.4,510,1682,221.4,81.4,19.63,364.6,260,3160,8621.27
31/08/2015,18.67,75.95,47.07,72.35,24.337,307.3,1665,58.57,122.83,71.3,94.7,264,522.5,1706,226.4,83.05,20.03,370.3,265.7,3201,8824.56
28/08/2015,18.56,74.75,47.48,73,24.374,306,1653,58.52,120.51,70.9,94.2,263.2,519,1702,226.6,82.6,19.95,374,266.5,3155,8785.1
27/08/2015,18.5,77.2,47.73,72.5,24.543,311,1649,58.38,120.6,71,94.35,267,522,1696,228,82.85,19.86,369.4,267.5,3180,8812.58
26/08/2015,17.88,75.55,46.6,70.15,23.812,301.6,1639,56.38,118.01,69.4,90.65,257,512.5,1655,223.1,81.2,19.55,364.9,263.3,3119,8548.75
25/08/2015,18.12,75.45,47.38,71.8,24.29,303,1663,57.29,120.7,70.5,92.65,262.3,519,1665,226.1,82.1,20.08,370.4,267.4,3176,8758.79
24/08/2015,17.64,72.5,45.92,68.85,23.296,297.6,1640,55.95,116.9,68.4,89.6,254,497.7,1626,219.3,78.85,19.28,359.8,261,3029,8468.89
21/08/2015,18.32,75.3,48,72.6,24.365,305.1,1690,57.62,120.97,71.1,93.5,260.7,525,1698,228.7,82.6,20.05,370,273.4,3112,8798.57
20/08/2015,18.76,77.2,50.7,74.15,25.228,313,1743,60.19,124.03,73.45,97.55,270,538,1735,235.2,84.7,20.83,379.2,279.3,3187,9251.6
19/08/2015,19.1,78.1,52.3,75.95,25.565,317.2,1761,61.62,127.18,74.4,99.45,273.3,551.5,1744,237.1,86.05,21.3,382.2,282.8,3211,9251.6
18/08/2015,19.46,79.7,53.4,77.25,25.931,323.1,1772,63.38,129.4,74.95,101,276.9,565.5,1772,239,87,21.69,390.3,287.2,3286,9383.6
17/08/2015,19.55,79.4,53,78,25.79,325.4,1766,63.29,128.94,75,100.8,277.7,560.5,1797,238.8,86.9,21.76,397.3,287,3280,9390.46
14/08/2015,19.5,79.3,52.5,77.45,25.575,322.3,1746,62.52,128.38,74.95,100.1,276,559,1796,237.5,87,21.51,396.2,287.4,3301,9346.56
13/08/2015,19.63,78.45,52.55,77.9,25.64,320.8,1758,63.33,128.2,74.15,99.7,275.9,560,1790,233.7,86.85,21.55,397.5,288.3,3337,9325.21
12/08/2015,19.55,77.35,50.3,77.3,25.209,314.7,1755,63.81,126.62,72.2,98.35,270.6,558.5,1780,233.3,86.3,21.27,394,287.9,3318,9183.88
11/08/2015,20.11,78.65,52.45,80.7,26.419,334.7,1809,66.33,129.22,73.35,101,278,566,1820,235.6,87.9,22.09,410,291.6,3377,9424.41
10/08/2015,20.4,82.25,53.25,84.2,26.785,334.2,1812,66.24,130.05,73.75,101.6,280,566,1832,230.9,88.5,22.31,432.1,292.8,3418,9510.78
07/08/2015,20.2,81.8,52.4,83.6,26.531,331.1,1793,65.43,128.29,73.3,100.1,276.4,565,1828,228.7,87.4,22.05,430.5,288.2,3421,9408.27
06/08/2015,20.04,82.25,53.1,83.7,26.691,333.3,1810,65.1,130.79,73.5,100.7,279.4,569.5,1838,230.1,87.85,22.5,430,284.3,3530,9457.99
05/08/2015,20.1,83.6,53.5,84.1,26.906,333.9,1816,65.71,132.55,73.85,101.5,281,572,1838,230.7,87.7,22.47,432.9,298.1,3542,9526.79
04/08/2015,19.66,82.85,53.3,83.75,26.813,334,1806,64.57,131.35,73.75,101,280,568,1838,227.3,87.9,22.22,422,297.9,3497,9480.2
03/08/2015,19.59,81.25,53.5,82.65,26.916,333.3,1802,64.1,131.63,73.55,101.1,279.6,566,1850,228,87.45,22.39,413.2,296.1,3468,9468.97
31/07/2015,19.63,80.65,53.45,83.4,26.71,334.5,1800,64.1,129.77,73.2,100.4,279.1,562,1845,228.2,87,22.25,416.1,294.3,3503,9428.17
30/07/2015,19.5,79.75,53.55,82.35,26.766,328.5,1797,64.05,129.4,72.9,100,278.7,560.5,1838,229.3,87.25,22.22,410,294.4,3460,9397.69
29/07/2015,19.23,80.3,53.9,82,26.325,322.1,1783,64.33,130.05,72.9,100.2,279.6,558,1821,227.7,88.5,22,410,293.2,3405,9387.97
28/07/2015,19.08,78.55,52.35,80.6,26.006,318.4,1765,66.14,126.25,71.9,98.85,276.7,552.5,1790,225.4,87.25,21.62,407.2,291,3352,9275.72
27/07/2015,18.96,77.85,52.3,79,25.912,314,1733,65.86,124.68,71.3,97.85,273.9,545.5,1766,219.6,86.45,21.23,405.3,296.4,3286,9194.48
24/07/2015,19.61,79.85,53.65,80.55,26.494,318.3,1753,67.62,126.25,72.05,98.65,277.3,549.5,1779,222.1,87.9,21.58,410.4,300.5,3351,9322.97
23/07/2015,20,81,53.5,81.25,26.738,321.2,1759,68.67,127.74,72.6,98.9,279.5,551.5,1796,226.2,88,21.67,411,302.7,3395,9381.57
22/07/2015,19.66,80.1,53.8,80.35,25.171,320.2,1742,68.43,127.83,72.35,98.4,275.2,552.5,1778,224.8,87.25,21.25,405.8,301.3,3381,9289.26
21/07/2015,19.89,79.9,53.55,80.4,25.631,323.2,1747,69.9,128.11,72.85,100.2,278.4,554.5,1793,225.4,87.55,21.49,408.6,303.8,3419,9385.45
20/07/2015,20.05,82.15,53.35,80.6,25.734,326.4,1757,70.38,130.24,73.2,102.3,281.3,558,1805,225.7,87.8,21.64,413.3,305.1,3421,9482.62
17/07/2015,19.93,81.5,54.1,80.2,25.687,323.5,1750,71.1,130.61,73,101.4,279.5,557,1817,224.7,87.95,21.6,414.5,305,3440,9446.17
16/07/2015,19.96,81.7,54.1,79.9,26.1,324.1,1683,71.9,129.68,72.6,101.5,282.5,555,1802,225.4,87.75,21.64,406.7,304.8,3480,9458.96
15/07/2015,19.61,80.25,53.65,78.15,26.184,319.4,1666,71.52,128.75,71.6,99.6,277.8,549,1755,224.2,87.2,21.41,386.5,301.8,3461,9319.25
14/07/2015,19.86,80.5,53.85,78.8,26.109,321,1656,71.43,128.2,71.8,99.9,278,547.5,1749,224.9,86.75,21,388.3,299.7,3471,9311.07
13/07/2015,19.76,79.25,53.95,77.95,25.781,319.1,1656,70.43,127.64,71.2,98.95,278.1,545.5,1735,223.9,86.3,20.88,384.4,298,3487,9250.1
10/07/2015,19.39,77.1,53.6,76.25,25.303,314,1642,69.76,126.99,70.8,97.45,274.1,540,1717,219.5,85.25,20.5,375.7,294.7,3500,9134.18
09/07/2015,19.15,74.8,51.9,74.75,24.731,311.5,1607,68.14,124.31,70.05,95.6,270,529,1685,215.8,83.2,20.13,366,289.7,3447,8985.08
08/07/2015,19.15,73.55,50.95,73.45,24.393,306.4,1593,66.33,120.14,69.15,94.3,265,523.5,1666,210.6,82.45,19.59,358.8,284.3,3380,8852.43
07/07/2015,19.01,73,50.5,73.65,24.609,303.9,1606,65.38,119.58,68.6,92.4,260.2,520.5,1636,210.3,82,19.71,356,281.6,3366,8764.11
06/07/2015,19.39,74.5,51.3,75.25,24.834,310.7,1638,66.24,117.82,68.8,92.95,265.4,524.5,1664,213.5,82.55,19.9,366.4,286.1,3373,8862.78
03/07/2015,19.55,76.5,52.8,76.5,25.378,314.2,1627,67.19,118.75,68.6,93.05,265.1,529.5,1670,217,83.45,20.41,370.6,288.9,3360,8912.84
02/07/2015,19.68,76.75,53.35,77.1,25.322,313.4,1633,67.52,118.94,69,93.9,266.4,532,1669,217.5,83.75,20.56,370.2,290.8,3401,8961.48
01/07/2015,19.83,76.9,53.3,76.7,24.815,314.6,1627,67.29,118.38,68.55,93.15,266.3,524,1714,217.3,83.25,20.42,367.5,289,3331,8908.99
30/06/2015,19.58,75.9,52.45,76.05,24.102,311.7,1618,65.71,115.69,67.5,92.15,262,524,1706,214.1,82.75,19.83,364.1,284.6,3298,8780.91
29/06/2015,20.01,76.7,52.75,77.7,24.281,313.7,1626,66.67,115.6,68.95,92.3,263.4,525,1707,214.3,83.25,19.9,373.7,286.5,3330,8868.39
26/06/2015,20.28,78.9,53.2,78.9,24.749,320.8,1653,68.33,117.92,69.8,93.3,268.6,533,1695,218.9,84.7,20.5,377.8,292.9,3349,9007.5
25/06/2015,20.32,78.55,52.7,78.75,24.712,321.3,1648,68.29,119.31,69.75,94.75,269.8,538,1707,220.7,84.65,20.42,381.7,294,3339,9045.32
24/06/2015,20.5,78.3,53.25,78.55,24.628,324,1664,68.57,119.49,70.05,95.4,270.6,539,1737,219.4,84.75,20.38,381.8,293.8,3287,9081.81
23/06/2015,20.78,78.5,51.55,78.65,24.562,324.4,1697,69.19,120.42,70.5,96.1,272.4,540.5,1753,218.6,85.4,20.46,377.6,296.3,3316,9137.33
22/06/2015,20.77,77.05,50.45,77.8,24.271,318.8,1677,67.67,119.49,69.9,94.05,269.3,538.5,1746,217.5,84.95,20.07,371.8,294.4,3255,9021.37
19/06/2015,20.61,74.85,50.05,76.65,23.68,316.1,1649,65.9,118.01,68.95,92,264.2,529.5,1741,212.9,83.2,19.71,365.4,286.4,3219,8867.32
18/06/2015,20.37,74.7,49.82,76.2,23.699,315.7,1645,65.86,116.34,69.05,93.15,264.2,524.5,1747,210.8,83.5,19.56,365.1,286.9,3228,8880.29
17/06/2015,21.05,74.65,49.88,76.65,23.83,323.3,1632,66.19,114.21,69,93.6,264,525,1759,211.1,83.35,19.66,367.9,286.6,3220,8906.69
16/06/2015,21.11,75.05,50.95,77,23.971,327.6,1646,66.43,116.34,69.4,94,265.9,524.5,1770,211.8,83.9,19.94,370.5,288.4,3210,8965.4
15/06/2015,20.98,74.4,51.05,77.1,24.074,326.9,1634,66.38,114.49,69.2,93,263.7,523.5,1769,209.8,83.75,20.04,369.6,287.1,3195,8924.67
12/06/2015,21.19,75.6,51.6,77.55,24.431,333.6,1654,67.19,116.71,69.5,94.35,268.7,529,1800,214.2,84.75,20.17,373.8,290.4,3193,9026.43
11/06/2015,21.27,76.6,52.1,78.55,24.524,339,1683,68.19,117.36,70.2,95.7,275,530.5,1824,216.5,85.6,20.43,375.4,293.6,3133,9146.3
10/06/2015,21.4,76.75,51.65,78.35,24.149,337.2,1676,68.19,117.27,69.75,95.05,272.6,531.5,1845,216.5,85.5,20.51,377.8,288.9,3135,9102.7
09/06/2015,21.17,75,50.55,76.8,23.896,333.5,1674,67.14,116.34,69.3,93.6,266.7,525.5,1826,215.8,85,20.06,367.7,289.1,3133,8980.22
08/06/2015,21.21,73.95,50.8,78.1,24.44,335.2,1683,67.95,116.25,69.8,94.7,270,529.5,1815,215.9,85,20.17,364,291.8,3164,9060.49
05/06/2015,21.54,74.1,50.95,78.8,24.262,335.1,1699,68.43,117.92,70.1,95.4,271.5,530.5,1815,219,85,20.26,368.4,293.3,3187,9105.02
04/06/2015,21.77,74.8,51.95,80.45,24.656,340.7,1714,69.33,119.31,71.2,96.6,275.3,536.5,1820,221.9,84.75,20.6,370.3,297.6,3191,9233.65
03/06/2015,21.02,75.55,52.6,80.95,24.356,342,1722,70.14,118.66,71.6,97,276.7,545.5,1836,224,84.4,20.62,373.9,300.1,3200,9253.3
02/06/2015,20.63,74.6,51.85,80.75,23.446,337.7,1716,69.71,117.36,72.15,96.3,275.3,542.5,1802,222.3,83.75,20.44,366.6,297.9,3200,9204.09
01/06/2015,20.56,74.8,51.4,81.15,23.165,340.3,1733,70.14,121.34,72.85,97.4,279.7,540,1812,222,83.85,20.33,365.8,298,3220,9267.44
29/05/2015,20.56,74.7,51.3,81.2,23.361,338,1722,70.62,122.27,72.9,96.5,276.2,544.5,1806,225.5,84.4,20.22,373.2,299.9,3229,9237.79
28/05/2015,20.84,76.25,52,84.15,23.605,342.5,1765,72.29,125.42,73.75,98.45,282.5,552.5,1824,229.6,85.15,20.7,378.9,302.8,3240,9394.25
27/05/2015,20.9,76.25,52,84.3,23.521,342.2,1755,72.14,125.33,73.65,98.5,280.7,557,1812,231,85.85,20.71,377.7,306.5,3252,9396.24
26/05/2015,20.58,75,51.5,84.15,23.202,338.7,1746,70.95,122.55,72.95,97,276.2,549.5,1810,227.3,84.45,20.25,383.9,304,3250,9272.68
22/05/2015,20.45,75.6,52,85.95,23.746,342,1748,71.71,123.94,73.45,98.1,277.9,554,1837,230.2,85.25,20.33,391.4,308.4,3278,9353.3
21/05/2015,20.58,75.8,51.95,86.85,23.502,340.7,1754,72,124.31,73.4,98.05,279.2,555,1840,232,84.55,20.37,403.8,308,3225,9365.35
20/05/2015,20.41,76.45,51.25,86.1,23.558,339.7,1748,71.76,124.12,73.3,97.1,277.7,553,1844,229.4,84.3,20.46,400.3,303.8,3219,9319.9
19/05/2015,20.43,76.15,50.55,85.65,23.08,339.5,1776,71.71,124.22,73.4,97.55,278.3,553,1840,229.6,83.4,19.82,402.2,304.9,3180,9295.62
18/05/2015,20.51,74.8,50,84.2,22.789,332.9,1753,71.24,122.09,72.3,96.55,277,545,1836,227.6,82.25,19.53,397.3,299.8,3193,9196.55
15/05/2015,20.34,74.65,49.82,83.6,22.939,331.4,1734,70.81,121.9,71.85,94.9,273.6,549.5,1826,228.2,81.9,19.36,385.5,299.1,3115,9109.92
13/05/2015,20.28,73.35,48.88,81.35,22.949,327.7,1719,69.81,119.86,71.7,94.55,268.9,551,1827,229.6,81.65,19.39,387.6,295.6,3062,9050.66
12/05/2015,20.27,73.45,48.32,81,23.014,326.4,1715,70.9,120.14,71.8,94.85,265,545.5,1826,228.7,81.8,19.71,389.1,297.5,3058,9044.98
11/05/2015,20.48,73.1,48.66,82.15,23.099,326.8,1741,71.67,123.2,72.65,95.7,267.1,551.5,1829,229.4,82.15,19.82,390.1,297.5,3106,9117.33
08/05/2015,20.39,72,48.35,82.35,22.836,330.2,1757,71.14,121.71,72.55,95.65,266.1,553.5,1815,225.8,82.2,19.81,394.4,295.2,3134,9093.33
07/05/2015,19.73,70,47.47,80.4,22.574,324.5,1738,69.38,119.4,71.35,93.55,259.5,550,1808,221.3,82.15,19.69,390.7,289.5,3097,8873.55
06/05/2015,19.79,74.65,47.74,81.65,22.517,324.9,1740,69.67,119.21,71.15,93.35,262.5,550.5,1806,220.9,82.25,19.25,410.5,288.2,3144,8888.92
05/05/2015,19.9,75.45,49.12,82.9,22.789,327.1,1760,71.43,123.75,72.25,94.75,267.1,556,1807,221,82.8,19.77,417.4,290.6,3241,9024.38
04/05/2015,20.54,76.55,49.75,83.7,22.771,335.1,1777,72,125.14,73,96.5,269,560,1816,223.9,83.25,19.05,422.8,287.2,3199,9095.82
30/04/2015,20.58,76.7,49.38,83.65,23.258,333.3,1762,72,123.29,72.9,96.65,269.4,557,1820,222.7,83.1,18.86,420.4,289.6,3226,9077.12
29/04/2015,20.89,77.3,49.76,84.85,23.521,336,1758,71.24,122.36,73.2,96.7,268.4,555,1857,223.1,83.3,18.85,427.3,288.3,3205,9105.05
28/04/2015,21.08,80.15,50.2,85.85,23.577,341.7,1766,72.29,121.44,74.7,99.55,273.3,552,1858,231.5,83.6,19.05,423.8,290.2,3315,9259.81
27/04/2015,21.06,79.8,50.7,85.35,23.896,362.9,1788,72.86,120.33,75,100.4,278.8,552.5,1882,233.2,84.65,19.26,426,293.6,3338,9349.18
24/04/2015,20.68,80.1,50.55,84.3,24.093,365,1790,72.24,119.77,74.5,99.8,276.6,554.5,1868,232.6,84.65,19.32,419.6,295.3,3335,9302.12
23/04/2015,20.82,79.65,50.95,83.2,24.515,365,1795,72.14,119.58,74.25,100.6,278.9,553,1883,237.1,86.4,19.26,418.7,302.1,3367,9338.25
22/04/2015,21.18,79.75,50.85,83.8,24.815,365.1,1797,72.19,118.57,74.25,100.2,278.8,550.5,1880,237.6,95.55,19.1,420.5,303.6,3371,9358.09
21/04/2015,21.14,79.1,50.95,83.1,24.628,364.6,1796,71.52,119.4,74.3,99.2,273.8,550,1862,237.6,95.1,19.1,426.2,303.7,3400,9299.43
20/04/2015,20.97,78.85,50.6,81.8,25.143,364,1780,71.33,116.71,74,97.7,273.1,549,1839,240.8,94.9,19.05,427,304.3,3396,9243.71
17/04/2015,20.79,78.2,50.1,82.05,24.956,359.8,1751,70.57,115.79,75.95,97.2,270.2,541,1837,241,94.25,18.85,432.5,301.6,3347,9245.92
16/04/2015,21.15,80.25,52.1,83.05,25.247,366.4,1768,71.38,117.82,76.6,99.05,275.3,547.5,1885,245,95.7,19.07,440,307.4,3386,9398.6
15/04/2015,21.33,81.75,52.4,83.75,25.397,369.1,1776,70.95,117.36,76,100,275.7,552.5,1899,247.6,96.45,19.12,443.3,310,3488,9428.55
14/04/2015,21.17,81.45,51.95,83.65,25.331,368,1778,71.43,117.18,75.55,100.4,277,550.5,1892,247,96.45,18.92,442,309.9,3618,9415.62
13/04/2015,21.14,82.6,51.7,83.95,25.368,370.7,1771,71.38,118.29,75.55,100.6,277.9,551.5,1902,247,96.35,18.96,444.2,311.4,3625,9430.25
10/04/2015,21.08,82.35,52.5,84.45,25.434,370.6,1782,71.24,118.66,75.9,101.4,278.3,549.5,1909,247,96.65,19.04,445.7,314.6,3631,9471.46
09/04/2015,21.01,82.05,51.7,83.7,25.397,368.5,1789,72.05,119.03,75.15,100.1,275.6,575.5,1901,245.1,95.95,18.88,439.8,312.7,3609,9393.38
08/04/2015,20.82,80.6,50.95,80.6,25.05,361.8,1754,69.52,116.25,74.3,97.95,271.9,571,1901,245.5,95.2,18.64,422.5,313.3,3523,9247.82
07/04/2015,20.96,81.25,49.6,79.7,25.181,364.4,1767,70.19,115.79,74.1,98.2,272.3,572,1903,244.7,95.95,18.8,414.6,314.1,3556,9260.75
02/04/2015,20.74,80.6,48.9,78.95,24.703,365.2,1741,69.14,113.56,73.15,96.1,266.5,567.5,1861,242.3,94.7,18.54,410.1,330.5,3505,9130.6
01/04/2015,20.72,81.45,48.99,78.5,24.9,366,1752,69.29,112.82,73.1,96.45,267.4,563,1874,243,94.5,18.47,411.3,327.5,3489,9137.26
31/03/2015,20.63,81,48.76,78.3,24.553,365,1762,69.19,112.54,73.4,96.15,268.1,564.5,1860,240.5,94.1,18.32,412.1,329.3,3479,9128.98
30/03/2015,20.79,81.4,49.55,80,24.477,365.2,1787,69.76,113.93,74.25,97.85,265,571.5,1890,241.8,94.9,18.55,419,330.7,3496,9202.18
27/03/2015,20.43,78.5,49.13,79.9,24.337,361.1,1759,69.81,111.43,73.1,96.2,263.2,570,1867,240.6,93.1,18.24,419.8,325.6,3470,9083.52
26/03/2015,20.53,78.95,49.71,79.6,24.121,361.3,1766,69.9,113.19,73.2,95.8,263.9,573,1871,241.4,93.25,18.27,409.5,326,3501,9082.51
25/03/2015,20.68,80.4,49.87,80.95,24.112,364.5,1771,71.38,114.3,74,96.75,268.8,576,1903,246.3,94.8,18.32,418.9,332.1,3540,9188.25
24/03/2015,20.82,82.25,49.8,82.25,24.29,366.5,1799,72.62,116.06,75.15,98.3,271.5,576.5,1905,246.4,95,18.4,427.1,332.9,3589,9292.68
23/03/2015,20.9,81.8,50.05,83,24.271,366.3,1819,72.86,116.71,75.95,99.4,273.9,573.5,1928,247.5,94.65,18.4,430.6,331.9,3710,9366.2
20/03/2015,20.91,82.45,49.88,84.05,24.196,364.8,1855,72.52,117.92,76.5,99.7,274.9,568,1926,249.6,94.85,18.32,434.3,332,3545,9396.29
19/03/2015,20.7,81.25,47.85,84.2,23.521,365.5,1849,72.19,115.79,76.55,99.2,272.3,570,1916,244.5,93.2,18.04,432.3,326.2,3494,9328.48
18/03/2015,20.57,81.3,47.48,83.45,23.474,366,1843,71.43,115.51,76.2,98.25,267.9,567,1888,243.7,93,17.93,430.4,324.6,3466,9256.24
17/03/2015,20.4,80.55,46.66,84.65,23.352,364.6,1847,69.52,116.81,75.7,97.75,264.8,565,1874,242.8,92.45,17.82,434.6,322.2,3469,9198.51
16/03/2015,20.47,80.2,46.34,85.3,23.577,363.5,1844,70.9,118.19,75.9,98.45,265.3,564.5,1870,243,92.4,18.02,439.3,321.5,3486,9237.08
13/03/2015,20.19,80.15,46.33,83.1,23.493,360.5,1853,71.86,115.88,75.4,97.15,264.3,559.5,1942,241.1,91.55,17.57,437.4,318.6,3506,9156.02
12/03/2015,20.18,79.6,46.06,84,23.361,358.1,1827,71.38,116.06,75.1,96.65,264.5,554.5,1918,239.2,91.1,17.38,430.8,315.7,3450,9119.81
11/03/2015,20.37,79.85,46.37,83.8,23.699,357.5,1828,71.43,116.71,75.3,96.85,260.4,555.5,1913,239.7,90.6,17.38,420.9,312.9,3475,9106.23
10/03/2015,20.24,75.55,45.29,82.5,23.446,352.2,1802,70.1,114.49,75.3,95.7,259.2,547,1905,237.2,89.55,17.24,415.4,306.8,3390,9023.71
09/03/2015,20.41,74.85,45.33,83.35,21.758,342.3,1803,71.43,115.23,75.9,96.4,259.5,547,1919,238.4,89.7,17.25,417,307.9,3400,9046.88
06/03/2015,20.56,75.15,45.7,85.55,21.852,343.3,1827,70.86,114.03,76.15,96.2,260,553.5,1938,237.8,89.35,17.36,425.4,309.7,3404,9080.03
05/03/2015,20.52,74.35,44.78,85.05,21.748,340.6,1838,70.57,114.77,75.85,96.3,256.1,553,1944,234,89,17.15,425.7,308,3447,9034.6
04/03/2015,20.33,72.95,44.28,83.95,21.692,337,1840,69.76,108.93,75.4,95.2,260.2,548.5,1910,231.1,88.2,16.97,418.8,305.5,3390,8992.5
03/03/2015,20.33,73.5,43.56,83.75,21.523,336.5,1842,69.9,108.84,74.6,95,260,546.5,1915,231.9,87.75,16.83,424.9,303.5,3358,8954.68
02/03/2015,20.59,74.4,44.11,84.65,21.777,340.9,1850,69.9,109.58,74.8,98,261,547.5,1934,231,87.85,16.77,435.6,305.2,3394,9055.69
27/02/2015,20.45,75,44.01,84,21.823,339.6,1831,70.05,108.84,74.4,97.45,258.8,546.5,1929,226.3,87.65,16.75,434.5,304.8,3368,9014.53
26/02/2015,20.45,75.05,44.32,86.15,22.086,339.3,1842,70.14,108.47,74.6,98.15,259,542,1917,233.6,87.45,16.72,436.3,305,3288,9049.49
25/02/2015,20.32,74.4,44.03,84.9,22.377,336.5,1839,70.05,108.93,73.5,97.4,257.1,540.5,1908,231.9,87.05,16.55,429,305.6,3239,8977.62
24/02/2015,20.4,75.6,44.12,85.2,22.124,334.9,1842,70.14,107.91,73.4,97.75,257.2,542.5,1911,231.1,86.75,16.54,432.2,306.1,3270,8984.61
23/02/2015,20.37,75.85,44.71,84.9,22.02,335.1,1827,69.67,105.41,73.1,97.55,259.8,536.5,1909,229.4,86.1,16.58,433.2,305.1,3242,8977.69
20/02/2015,20.26,76.2,44.28,84.25,22.067,331.8,1817,68.9,105.13,71.9,96.3,257.8,534.5,1907,227.9,85.5,16.51,426.8,304.8,3295,8892.17
19/02/2015,20.2,75.4,44.83,84.35,21.683,328.9,1821,69,104.76,72,97.25,255.6,532.5,1887,228.1,85.4,16.47,430.6,309,3285,8900.18
18/02/2015,20.13,73.6,44.31,83.15,21.598,325.1,1807,68.62,104.02,71.1,95.85,251.5,536,1880,226.1,84.8,16.41,428.4,306.5,3268,8800.71
17/02/2015,19.85,72,44.21,82.75,20.895,318.6,1786,67.1,102.82,71.2,95.5,249.8,536.5,1877,223.7,84.15,16.22,426.7,304.9,3181,8747.83
16/02/2015,19.95,71.55,44.61,82.2,20.876,318.3,1785,66.57,102.08,70.55,95.65,246.7,534.5,1852,224.6,84.3,16.21,428.2,305,3205,8712.69
13/02/2015,19.88,70.95,44.65,82,20.651,316,1778,66.24,101.15,70.3,94.7,243.6,533.5,1843,223.6,84.85,15.99,428.6,304.8,3198,8651.98
12/02/2015,19.5,71.55,43.64,80.4,20.257,317.7,1784,66.29,101.61,70.6,94.6,241.7,535,1844,223,84.55,15.69,425.6,303.2,3240,8611.03
11/02/2015,19.18,70.9,44.24,79.85,18.569,315.5,1765,64.62,99.48,70.9,94.5,243,535.5,1850,218.2,84.3,15.28,413.1,312.9,3157,8577.76
10/02/2015,19.19,70.65,43.71,80.4,18.691,316.4,1760,65.52,99.95,71.45,94.55,245,536,1849,220.2,84.35,15.68,413.3,312.8,3174,8620.42
09/02/2015,19.07,70.05,43.44,80.15,18.757,315,1751,64.62,98.65,71.15,95,245.8,532.5,1856,216.8,84.25,16.1,412.5,312,3160,8632.14
06/02/2015,18.92,70.4,42.72,80.25,19.001,317.4,1744,64.52,99.58,71.05,91.85,250.7,540.5,1845,214.3,84,16.2,403.2,312.2,3203,8587.99
05/02/2015,18.78,70.55,41.88,80.3,18.944,317.8,1738,65.05,99.39,71.25,90.1,250,544,1839,212,83.8,16.06,398.7,312.3,3209,8544.32
04/02/2015,18.49,69.9,41.97,80.65,19.038,319.7,1734,65,100.22,71.7,91.55,253.5,545.5,1826,213.3,84.05,16.21,387.6,316.1,3201,8608.24
03/02/2015,18.3,69.75,41.36,78.8,18.813,317.3,1690,64.76,99.3,70.95,89.5,247.2,543,1795,211.3,83.7,15.81,376.6,309.2,3120,8452.13
02/02/2015,17.94,69.9,40.84,76.9,18.494,314.4,1705,62.81,99.3,71.1,90,248,538.5,1767,206.1,82.75,15.53,375.9,306.1,3115,8429.2
30/01/2015,17.71,68.9,37.6,76.55,18.241,315.2,1681,61.38,101.15,70.45,90.15,248.6,539.5,1750,205.6,83.1,15.39,366.9,305.4,3152,8385.13
29/01/2015,17.76,67.75,37.99,76.4,18.363,315.7,1655,61,98.65,70.8,91,252.7,541.5,1714,208.4,83,15.44,369.5,306.6,3075,8435.34
28/01/2015,17.68,67.05,36.76,75.5,18.072,310.5,1651,60.1,96.7,69.5,88.7,251.7,539.5,1711,201.8,82.1,15.18,364.5,303.4,3009,8311.55
27/01/2015,17.77,67.1,37.41,77.15,18.288,312.4,1715,60,96.43,70.45,88.85,257.3,543.5,1719,202,81.95,15.49,366.6,305,2980,8402.82
26/01/2015,17.82,66.65,37.82,76,18.325,311.3,1698,60.14,94.57,69.2,87,255.1,535.5,1702,204,81.05,15.52,360.6,300.1,2989,8296.45
23/01/2015,17.48,65.6,37.3,74.2,18.166,309.3,1682,59.29,92.63,68.4,85.5,249,528,1634,202.2,80.4,15.27,366,296.2,2928,8161.16
22/01/2015,17.39,64.05,37.07,73.05,18.494,300.7,1621,58.29,89.76,66.3,84.3,242,516.5,1635,206.3,78.95,14.9,355.2,292.3,2804,7999.48
21/01/2015,17.04,62.25,37.19,74.15,18.072,302.5,1607,57.52,90.82,66,84.75,248,517.5,1660,207.9,78.4,14.46,353.5,289.3,2720,8008.55
20/01/2015,17.13,61.7,37.31,73.3,18.11,306.8,1651,58.19,87.53,66.9,88.85,255.1,517,1768,211.1,79.15,14.43,360.3,291.7,2773,8178.9
19/01/2015,17.19,61.05,36.55,73.2,17.8,308.5,1636,58.95,88.28,67.1,88.05,253.4,514,1754,213.6,78.65,14.38,363.3,290.4,2845,8152.78
16/01/2015,16.83,59.35,34.51,69.9,17.584,292.3,1594,57.38,85.17,64.8,85.05,247.2,512,1698,205.1,77.85,13.82,355.2,280,2798,7899.59
15/01/2015,17.93,62.55,40.4,74.95,19.376,318.8,1702,60.67,93,69.55,90,259.6,529.5,1787,219.1,80.5,14.73,382.3,295,2962,8400.61
14/01/2015,19.7,68.15,45.63,88.7,21.767,353.5,1904,68.14,113.19,74.15,98.55,284.1,524.5,1942,238.4,85.3,16.69,457,319.3,3199,9198.2
13/01/2015,20.23,69.55,46.37,91.1,22.302,355.8,1909,68.9,114.21,74.4,98.9,286.2,529,2021,239.9,86.25,17.15,453.6,322.6,3135,9285.63
